mal_id,title,type,status,score,start_date,rank,popularity,members,favorites,genres,themes,episodes,season,year,season_length
35073,Overlord II,TV,Finished Airing,7.75,2018-01-09 00:00:00+00:00,1210.0,154,1103301,4634,"['Action', 'Adventure', 'Fantasy']",['Isekai'],13.0,Winter,2018,Short
37675,Overlord III,TV,Finished Airing,7.91,2018-07-10 00:00:00+00:00,842.0,187,985026,5546,"['Action', 'Adventure', 'Fantasy']",['Isekai'],13.0,Summer,2018,Short
48895,Overlord IV,TV,Finished Airing,8.07,2022-07-05 00:00:00+00:00,588.0,398,608619,7389,"['Action', 'Adventure', 'Fantasy']",['Isekai'],13.0,Summer,2022,Short
2826,Oz no Mahoutsukai (TV),TV,Finished Airing,6.7,1986-10-06 00:00:00+00:00,6081.0,10493,3377,14,"['Adventure', 'Fantasy']",['Isekai'],52.0,Fall,1986,Long
62144,"Potion, Wagami wo Tasukeru",TV,Not yet aired,6.43,2025-10-03 00:00:00+00:00,7950.0,9367,4804,8,['Fantasy'],['Isekai'],12.0,Fall,2025,Short
54616,Potion-danomi de Ikinobimasu!,TV,Finished Airing,6.55,2023-10-08 00:00:00+00:00,6981.0,3266,55094,78,"['Adventure', 'Fantasy']","['Isekai', 'Reincarnation']",12.0,Fall,2023,Short
56690,Re:Monster,TV,Finished Airing,6.54,2024-04-05 00:00:00+00:00,7002.0,1527,173775,528,"['Action', 'Adventure', 'Fantasy']","['Isekai', 'Reincarnation']",12.0,Spring,2024,Short
31240,Re:Zero kara Hajimeru Isekai Seikatsu,TV,Finished Airing,8.24,2016-04-04 00:00:00+00:00,359.0,23,2380325,73384,"['Drama', 'Fantasy', 'Suspense']","['Isekai', 'Psychological', 'Time Travel']",25.0,Spring,2016,Medium
39587,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,TV,Finished Airing,8.33,2020-07-08 00:00:00+00:00,269.0,127,1231794,12289,"['Drama', 'Fantasy', 'Suspense']","['Isekai', 'Psychological', 'Time Travel']",13.0,Summer,2020,Short
42203,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,TV,Finished Airing,8.42,2021-01-06 00:00:00+00:00,198.0,175,1019999,13272,"['Drama', 'Fantasy', 'Suspense']","['Isekai', 'Psychological', 'Time Travel']",12.0,Winter,2021,Short
54857,Re:Zero kara Hajimeru Isekai Seikatsu 3rd Season,TV,Finished Airing,8.44,2024-10-02 00:00:00+00:00,181.0,574,440843,6074,"['Drama', 'Fantasy', 'Suspense']","['Isekai', 'Psychological', 'Time Travel']",16.0,Fall,2024,Medium
56228,Rekishi ni Nokoru Akujo ni Naru zo,TV,Finished Airing,7.33,2024-10-02 00:00:00+00:00,2783.0,2027,121190,632,"['Comedy', 'Fantasy', 'Romance']","['Isekai', 'Villainess']",13.0,Fall,2024,Short
52461,Rougo ni Sonaete Isekai de 8-manmai no Kinka wo Tamemasu,TV,Finished Airing,6.94,2023-01-08 00:00:00+00:00,4756.0,2143,112300,331,['Fantasy'],['Isekai'],12.0,Winter,2023,Short
48761,Saihate no Paladin,TV,Finished Airing,6.88,2021-10-09 00:00:00+00:00,5057.0,771,342569,1484,"['Action', 'Adventure', 'Fantasy']","['Isekai', 'Reincarnation']",12.0,Fall,2021,Short
50664,Saihate no Paladin: Tetsusabi no Yama no Ou,TV,Finished Airing,7.43,2023-10-07 00:00:00+00:00,2281.0,1817,138469,382,"['Action', 'Adventure', 'Fantasy']","['Isekai', 'Reincarnation']",12.0,Fall,2023,Short
53590,Saijaku Tamer wa Gomi Hiroi no Tabi wo Hajimemashita.,TV,Finished Airing,7.57,2024-01-12 00:00:00+00:00,1743.0,1924,129424,691,"['Adventure', 'Fantasy']","['Crossdressing', 'Isekai', 'Reincarnation']",12.0,Winter,2024,Short
60146,"Saikyou no Ousama, Nidome no Jinsei wa Nani wo Suru?",TV,Finished Airing,6.18,2025-04-02 00:00:00+00:00,9194.0,1656,155817,1115,['Fantasy'],"['Isekai', 'Reincarnation']",12.0,Spring,2025,Short
50932,Saikyou Onmyouji no Isekai Tenseiki,TV,Finished Airing,7.11,2023-01-07 00:00:00+00:00,3988.0,1037,261116,1025,"['Action', 'Adventure', 'Fantasy']","['Isekai', 'Reincarnation']",13.0,Winter,2023,Short
59349,Salaryman ga Isekai ni Ittara Shitennou ni Natta Hanashi,TV,Finished Airing,6.59,2025-01-06 00:00:00+00:00,6682.0,2200,107261,241,"['Adventure', 'Comedy', 'Fantasy']",['Isekai'],12.0,Winter,2025,Short
52482,Sasaki to Pii-chan,TV,Finished Airing,6.84,2024-01-05 00:00:00+00:00,5290.0,2138,112640,219,"['Adventure', 'Comedy', 'Fantasy']",['Isekai'],12.0,Winter,2024,Short
53263,"Seija Musou: Salaryman, Isekai de Ikinokoru Tame ni Ayumu Michi",TV,Finished Airing,7.11,2023-07-07 00:00:00+00:00,3988.0,1811,138874,393,"['Adventure', 'Comedy', 'Fantasy']","['Isekai', 'Reincarnation']",12.0,Summer,2023,Short
42826,Seijo no Maryoku wa Bannou desu,TV,Finished Airing,7.31,2021-04-06 00:00:00+00:00,2843.0,1155,235243,1333,"['Fantasy', 'Romance']","['Isekai', 'Medical']",12.0,Spring,2021,Short
51215,Seijo no Maryoku wa Bannou desu Season 2,TV,Finished Airing,7.44,2023-10-03 00:00:00+00:00,2269.0,2271,102393,363,"['Fantasy', 'Romance']","['Isekai', 'Medical']",12.0,Fall,2023,Short
44203,Seirei Gensouki,TV,Finished Airing,7.06,2021-07-06 00:00:00+00:00,4215.0,580,436607,3428,"['Action', 'Adventure', 'Fantasy', 'Romance']","['Harem', 'Isekai', 'Reincarnation']",12.0,Summer,2021,Short
50306,Seirei Gensouki 2,TV,Finished Airing,6.87,2024-10-08 00:00:00+00:00,5131.0,1430,185694,1269,"['Action', 'Adventure', 'Fantasy', 'Romance']","['Harem', 'Isekai', 'Reincarnation']",12.0,Fall,2024,Short
929,Seisenshi Dunbine,TV,Finished Airing,7.06,1983-02-05 00:00:00+00:00,4216.0,5798,15906,54,"['Adventure', 'Drama', 'Fantasy', 'Sci-Fi']","['Isekai', 'Mecha']",49.0,Winter,1983,Long
47790,"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru",TV,Finished Airing,7.32,2021-10-06 00:00:00+00:00,2824.0,395,610375,4400,"['Action', 'Drama', 'Fantasy', 'Mystery', 'Romance']","['Isekai', 'Reincarnation']",12.0,Fall,2021,Short
35251,Sengoku Night Blood,TV,Finished Airing,6.14,2017-10-03 00:00:00+00:00,9389.0,3502,48511,145,"['Fantasy', 'Romance']","['Historical', 'Isekai', 'Reverse Harem', 'Vampire']",12.0,Fall,2017,Short
59514,Sentai Red Isekai de Boukensha ni Naru,TV,Finished Airing,6.79,2025-01-12 00:00:00+00:00,5540.0,3126,60038,195,"['Action', 'Adventure', 'Comedy', 'Fantasy']",['Isekai'],12.0,Winter,2025,Short
41456,"Sentouin, Haken shimasu!",TV,Finished Airing,7.14,2021-04-04 00:00:00+00:00,3819.0,626,410219,2078,"['Action', 'Comedy', 'Fantasy']",['Isekai'],12.0,Spring,2021,Short
51495,Shin Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,TV,Finished Airing,5.47,2023-01-14 00:00:00+00:00,12590.0,1994,123856,589,"['Adventure', 'Fantasy', 'Romance']","['Harem', 'Isekai']",12.0,Winter,2023,Short
38659,Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,TV,Finished Airing,7.47,2019-10-02 00:00:00+00:00,2157.0,345,675895,2379,"['Action', 'Adventure', 'Comedy', 'Fantasy']","['Isekai', 'Parody']",12.0,Fall,2019,Short
12367,Shining Hearts: Shiawase no Pan,TV,Finished Airing,6.12,2012-04-13 00:00:00+00:00,9544.0,3569,47191,54,"['Action', 'Fantasy', 'Gourmet']","['Isekai', 'Workplace']",12.0,Spring,2012,Short
2031,Shining Tears X Wind,TV,Finished Airing,6.46,2007-04-07 00:00:00+00:00,7510.0,4090,36444,69,"['Action', 'Adventure', 'Fantasy']",['Isekai'],13.0,Spring,2007,Short
46985,Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,TV,Finished Airing,6.17,2021-10-05 00:00:00+00:00,9217.0,1161,232987,1005,"['Adventure', 'Fantasy', 'Romance']","['Harem', 'Isekai']",12.0,Fall,2021,Short
116,Shinpi no Sekai El-Hazard (TV),TV,Finished Airing,6.93,1995-10-06 00:00:00+00:00,4813.0,5352,19708,41,"['Adventure', 'Comedy', 'Fantasy', 'Romance']",['Isekai'],26.0,Fall,1995,Medium
59322,Shirobuta Kizoku desu ga Zense no Kioku ga Haeta node Hiyoko na Otouto Sodatemasu,TV,Finished Airing,6.75,2025-07-06 00:00:00+00:00,5763.0,6085,14015,24,"['Fantasy', 'Slice of Life']","['Childcare', 'Isekai', 'Reincarnation']",12.0,Summer,2025,Short
47162,Shokei Shoujo no Virgin Road,TV,Finished Airing,6.76,2022-04-02 00:00:00+00:00,5696.0,1447,183351,757,"['Action', 'Adventure', 'Fantasy']",['Isekai'],12.0,Spring,2022,Short
27441,Show By Rock!!,TV,Finished Airing,7.03,2015-04-05 00:00:00+00:00,4354.0,2439,91482,391,"['Comedy', 'Fantasy']","['Isekai', 'Music']",12.0,Spring,2015,Short
32038,Show By Rock!! #,TV,Finished Airing,7.06,2016-10-02 00:00:00+00:00,4216.0,4257,33620,77,"['Comedy', 'Fantasy']","['Isekai', 'Music']",12.0,Fall,2016,Short
40586,"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",TV,Finished Airing,6.9,2021-04-10 00:00:00+00:00,4979.0,589,433029,2303,"['Comedy', 'Fantasy']","['CGDCT', 'Isekai']",12.0,Spring,2021,Short
50738,"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita: Sono Ni",TV,Finished Airing,6.69,2025-04-05 00:00:00+00:00,6134.0,2101,116076,576,"['Comedy', 'Fantasy']","['CGDCT', 'Isekai']",12.0,Spring,2025,Short
53730,"Sokushi Cheat ga Saikyou sugite, Isekai no Yatsura ga Marude Aite ni Naranai n desu ga.",TV,Finished Airing,6.36,2024-01-05 00:00:00+00:00,8134.0,1501,176638,641,"['Action', 'Adventure', 'Comedy', 'Fantasy']","['Isekai', 'Parody']",12.0,Winter,2024,Short
48849,Sonny Boy,TV,Finished Airing,7.83,2021-07-16 00:00:00+00:00,1020.0,737,358945,8345,"['Award Winning', 'Mystery']","['Isekai', 'Super Power']",12.0,Summer,2021,Short
61174,Sozai Saishuka no Isekai Ryokouki,TV,Not yet aired,6.12,2025-10-07 00:00:00+00:00,9771.0,6174,13517,43,"['Adventure', 'Fantasy']",['Isekai'],12.0,Fall,2025,Short
171,Strange Dawn,TV,Finished Airing,6.24,2000-07-11 00:00:00+00:00,8859.0,8047,7061,9,"['Adventure', 'Drama', 'Fantasy']",['Isekai'],13.0,Summer,2000,Short
35790,Tate no Yuusha no Nariagari,TV,Finished Airing,7.92,2019-01-09 00:00:00+00:00,823.0,68,1718656,25233,"['Action', 'Adventure', 'Drama', 'Fantasy']",['Isekai'],25.0,Winter,2019,Medium
40356,Tate no Yuusha no Nariagari Season 2,TV,Finished Airing,6.53,2022-04-06 00:00:00+00:00,7045.0,250,840166,12327,"['Action', 'Adventure', 'Drama', 'Fantasy']",['Isekai'],13.0,Spring,2022,Short
40357,Tate no Yuusha no Nariagari Season 3,TV,Finished Airing,7.09,2023-10-06 00:00:00+00:00,4076.0,497,499878,6143,"['Action', 'Adventure', 'Drama', 'Fantasy']",['Isekai'],12.0,Fall,2023,Short
57907,Tate no Yuusha no Nariagari Season 4,TV,Finished Airing,6.94,2025-07-09 00:00:00+00:00,4762.0,1789,141361,504,"['Action', 'Adventure', 'Drama', 'Fantasy']",['Isekai'],12.0,Summer,2025,Short
182,Tenkuu no Escaflowne,TV,Finished Airing,7.65,1996-04-02 00:00:00+00:00,1493.0,1538,172673,2268,"['Action', 'Adventure', 'Fantasy', 'Romance']","['Isekai', 'Love Polygon', 'Mecha']",26.0,Spring,1996,Medium
58146,Tensei Akujo no Kuro Rekishi,TV,Not yet aired,6.72,2025-10-09 00:00:00+00:00,6077.0,6387,12478,30,"['Comedy', 'Romance']","['Isekai', 'Villainess']",12.0,Fall,2025,Short
47163,"Tensei Kenja no Isekai Life: Dai-2 no Shokugyou wo Ete, Sekai Saikyou ni Narimashita",TV,Finished Airing,6.32,2022-07-04 00:00:00+00:00,8339.0,1115,242542,1417,"['Action', 'Adventure', 'Fantasy']",['Isekai'],12.0,Summer,2022,Short
52608,Tensei Kizoku no Isekai Boukenroku: Jichou wo Shiranai Kamigami no Shito,TV,Finished Airing,6.68,2023-04-03 00:00:00+00:00,6155.0,1262,212617,1062,"['Action', 'Fantasy', 'Romance']","['Harem', 'Isekai', 'Reincarnation']",12.0,Spring,2023,Short
55265,"Tensei Kizoku, Kantei Skill de Nariagaru",TV,Finished Airing,7.17,2024-04-07 00:00:00+00:00,3654.0,1476,179496,428,"['Adventure', 'Fantasy']","['Isekai', 'Reincarnation']",12.0,Spring,2024,Short
59131,"Tensei Kizoku, Kantei Skill de Nariagaru 2nd Season",TV,Finished Airing,7.45,2024-09-29 00:00:00+00:00,2228.0,2122,114064,303,"['Adventure', 'Fantasy']","['Isekai', 'Reincarnation']",12.0,Fall,2024,Short
52736,Tensei Oujo to Tensai Reijou no Mahou Kakumei,TV,Finished Airing,7.46,2023-01-04 00:00:00+00:00,2170.0,1230,219238,1706,"['Fantasy', 'Girls Love']","['Isekai', 'Reincarnation']",12.0,Winter,2023,Short
61207,Tensei shitara Dragon no Tamago datta,TV,Not yet aired,6.58,2026-01-01 00:00:00+00:00,7007.0,11966,2225,3,"['Action', 'Adventure', 'Fantasy']","['Isekai', 'Reincarnation']",12.0,Winter,2026,Short
49891,Tensei shitara Ken deshita,TV,Finished Airing,7.5,2022-10-05 00:00:00+00:00,2040.0,833,321409,1850,"['Action', 'Adventure', 'Fantasy']","['Isekai', 'Reincarnation']",12.0,Fall,2022,Short
37430,Tensei shitara Slime Datta Ken,TV,Finished Airing,8.13,2018-10-02 00:00:00+00:00,509.0,78,1586597,32193,"['Action', 'Comedy', 'Fantasy']","['Isekai', 'Reincarnation']",24.0,Fall,2018,Medium
39551,Tensei shitara Slime Datta Ken 2nd Season,TV,Finished Airing,8.35,2021-01-12 00:00:00+00:00,249.0,162,1071127,10936,"['Action', 'Comedy', 'Fantasy']","['Isekai', 'Reincarnation']",12.0,Winter,2021,Short
41487,Tensei shitara Slime Datta Ken 2nd Season Part 2,TV,Finished Airing,8.3,2021-07-06 00:00:00+00:00,296.0,231,871158,11022,"['Action', 'Comedy', 'Fantasy']","['Isekai', 'Reincarnation']",12.0,Summer,2021,Short
53580,Tensei shitara Slime Datta Ken 3rd Season,TV,Finished Airing,7.69,2024-04-05 00:00:00+00:00,1366.0,578,438480,4316,"['Action', 'Comedy', 'Fantasy']","['Isekai', 'Reincarnation']",24.0,Spring,2024,Medium
41488,Tensura Nikki: Tensei shitara Slime Datta Ken,TV,Finished Airing,7.59,2021-04-06 00:00:00+00:00,1684.0,706,371728,2127,"['Comedy', 'Fantasy']","['Isekai', 'Reincarnation']",12.0,Spring,2021,Short
57100,The New Gate,TV,Finished Airing,6.45,2024-04-14 00:00:00+00:00,7612.0,1801,139602,401,"['Action', 'Adventure', 'Fantasy']",['Isekai'],12.0,Spring,2024,Short
53446,Tondemo Skill de Isekai Hourou Meshi,TV,Finished Airing,7.64,2023-01-11 00:00:00+00:00,1501.0,902,298946,2241,"['Adventure', 'Comedy', 'Fantasy', 'Gourmet']",['Isekai'],12.0,Winter,2023,Short
57025,Tondemo Skill de Isekai Hourou Meshi 2,TV,Not yet aired,7.68,2025-10-08 00:00:00+00:00,1423.0,3273,54978,199,"['Adventure', 'Comedy', 'Fantasy', 'Gourmet']",['Isekai'],12.0,Fall,2025,Short
43523,Tsuki ga Michibiku Isekai Douchuu,TV,Finished Airing,7.71,2021-07-07 00:00:00+00:00,1319.0,459,529719,4656,"['Action', 'Adventure', 'Comedy', 'Fantasy']",['Isekai'],12.0,Summer,2021,Short
49889,Tsuki ga Michibiku Isekai Douchuu 2nd Season,TV,Finished Airing,7.84,2024-01-08 00:00:00+00:00,987.0,876,309113,2326,"['Action', 'Adventure', 'Comedy', 'Fantasy']",['Isekai'],25.0,Winter,2024,Medium
41392,Urasekai Picnic,TV,Finished Airing,6.66,2021-01-04 00:00:00+00:00,6331.0,1904,131475,577,"['Adventure', 'Fantasy', 'Mystery', 'Suspense']","['Isekai', 'Survival']",12.0,Winter,2021,Short
53833,Watashi no Oshi wa Akuyaku Reijou.,TV,Finished Airing,7.35,2023-10-03 00:00:00+00:00,2678.0,1796,140633,1313,"['Comedy', 'Fantasy', 'Girls Love']","['Isekai', 'School', 'Villainess']",12.0,Fall,2023,Short
37393,"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!",TV,Finished Airing,6.74,2019-10-07 00:00:00+00:00,5789.0,1275,209688,476,"['Adventure', 'Comedy', 'Fantasy']","['Isekai', 'Reincarnation']",12.0,Fall,2019,Short
59644,Yasei no Last Boss ga Arawareta!,TV,Not yet aired,7.47,2025-10-04 00:00:00+00:00,2203.0,5099,22158,67,"['Action', 'Adventure', 'Fantasy']",['Isekai'],12.0,Fall,2025,Short
32615,Youjo Senki,TV,Finished Airing,7.96,2017-01-06 00:00:00+00:00,748.0,177,1007259,13376,"['Action', 'Fantasy']","['Isekai', 'Military', 'Reincarnation']",12.0,Winter,2017,Short
33966,Yume Oukoku to Nemureru 100-nin no Oujisama,TV,Finished Airing,5.89,2018-07-05 00:00:00+00:00,10797.0,5269,20467,50,"['Adventure', 'Fantasy']","['Isekai', 'Reverse Harem']",12.0,Summer,2018,Short
61983,"Yuusha Party ni Kawaii Ko ga Ita node, Kokuhaku shitemita.",TV,Not yet aired,6.45,2026-01-01 00:00:00+00:00,7799.0,9736,4289,17,"['Adventure', 'Comedy', 'Fantasy', 'Romance']","['Isekai', 'Reincarnation']",13.0,Winter,2026,Short
58502,Zenshuu.,TV,Finished Airing,7.58,2025-01-05 00:00:00+00:00,1705.0,1706,149997,865,"['Action', 'Fantasy']",['Isekai'],12.0,Winter,2025,Short
1195,Zero no Tsukaima,TV,Finished Airing,7.2,2006-07-03 00:00:00+00:00,3495.0,243,855507,8120,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance', 'Ecchi']","['Harem', 'Isekai', 'School']",13.0,Summer,2006,Short
11319,Zero no Tsukaima F,TV,Finished Airing,7.41,2012-01-07 00:00:00+00:00,2423.0,576,439736,1228,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance', 'Ecchi']","['Harem', 'Isekai', 'School']",12.0,Winter,2012,Short
1840,Zero no Tsukaima: Futatsuki no Kishi,TV,Finished Airing,7.39,2007-07-09 00:00:00+00:00,2490.0,465,522752,1290,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance', 'Ecchi']","['Harem', 'Isekai', 'School']",12.0,Summer,2007,Short
3712,Zero no Tsukaima: Princesses no Rondo,TV,Finished Airing,7.31,2008-07-07 00:00:00+00:00,2856.0,543,462835,809,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance', 'Ecchi']","['Harem', 'Isekai', 'School']",12.0,Summer,2008,Short
